Museum Type,City (Administrative Location)
HISTORIC PRESERVATION,EAST NORWICH
HISTORIC PRESERVATION,MATTITUCK
ART MUSEUM,LONG ISLAND
GENERAL MUSEUM,NEW YORK
HISTORIC PRESERVATION,MAYFIELD
GENERAL MUSEUM,GARRISON
HISTORIC PRESERVATION,SIDNEY CENTER
GENERAL MUSEUM,NEW YORK
HISTORIC PRESERVATION,MEDINA
HISTORY MUSEUM,MEDINA
HISTORIC PRESERVATION,MEDINA
ART MUSEUM,ROCHESTER
GENERAL MUSEUM,WATERLOO
HISTORIC PRESERVATION,FOREST HILLS
ART MUSEUM,FARMINGDALE
HISTORIC PRESERVATION,NEW YORK
ART MUSEUM,ROCHESTER
HISTORIC PRESERVATION,EAST MEREDITH
ART MUSEUM,NEW YORK
HISTORIC PRESERVATION,MEXICO
GENERAL MUSEUM,MEXICO
ART MUSEUM,FREDONIA
GENERAL MUSEUM,EAST DURHAM
HISTORIC PRESERVATION,PEARL RIVER
GENERAL MUSEUM,BROOKLYN
CHILDREN'S MUSEUM,POUGHKEEPSIE
HISTORIC PRESERVATION,WYOMING
HISTORIC PRESERVATION,COOPERSTOWN
GENERAL MUSEUM,MIDDLESEX
HISTORIC PRESERVATION,NEW HAMPTON
HISTORIC PRESERVATION,ADDISON
GENERAL MUSEUM,NEW YORK
ART MUSEUM,POUGHKEEPSIE
HISTORIC PRESERVATION,MILLER PLACE
HISTORY MUSEUM,STAATSBURG
SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,SYRACUSE
HISTORIC PRESERVATION,MINEOLA
HISTORIC PRESERVATION,MINERVA
HISTORIC PRESERVATION,PORT JERVIS
ART MUSEUM,NEW YORK
SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,SCHENECTADY
GENERAL MUSEUM,NEW HYDE PARK
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,FONDA
"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",NEW PALTZ
ART MUSEUM,ROCKVILLE CENTRE
ART MUSEUM,MONTAUK
HISTORIC PRESERVATION,MONTAUK
HISTORIC PRESERVATION,FORT JOHNSON
HISTORIC PRESERVATION,FORT JOHNSON
HISTORIC PRESERVATION,FORT JOHNSON
HISTORIC PRESERVATION,RED HOOK
HISTORIC PRESERVATION,NEW YORK
GENERAL MUSEUM,BROOKLYN
GENERAL MUSEUM,NEW YORK
HISTORIC PRESERVATION,PORT HENRY
HISTORIC PRESERVATION,CTR MORICHES
SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,BETHPAGE
HISTORIC PRESERVATION,MORRIS
HISTORIC PRESERVATION,NEW YORK
GENERAL MUSEUM,MORRISTOWN
GENERAL MUSEUM,NEWBURGH
HISTORIC PRESERVATION,PIERCEFIELD
HISTORIC PRESERVATION,BEACON
HISTORIC PRESERVATION,OTISVILLE
HISTORIC PRESERVATION,MOUNT KISCO
HISTORIC PRESERVATION,NEW LEBANON
HISTORIC PRESERVATION,MT MORRIS
HISTORIC PRESERVATION,MOUNT MORRIS
HISTORIC PRESERVATION,VALHALLA
"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",TANNERSVILLE
HISTORIC PRESERVATION,HAINES FALLS
CHILDREN'S MUSEUM,BUFFALO
HISTORIC PRESERVATION,NEW YORK CITY
ART MUSEUM,UTICA
ART MUSEUM,STONE RIDGE
GENERAL MUSEUM,KATONAH
GENERAL MUSEUM,ROCHESTER
GENERAL MUSEUM,LIBERTY
"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",NEW YORK
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,ONEONTA
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,LOCKPORT
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,SYOSSET
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,NEW YORK
ART MUSEUM,NEW YORK
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,SOMERS
ART MUSEUM,NEW YORK
GENERAL MUSEUM,SYRACUSE
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,NEW YORK
ART MUSEUM,NEW YORK
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,NEW YORK
ART MUSEUM,BROOKLYN
GENERAL MUSEUM,BROOKLYN
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,WILLIAMSVILLE
ART MUSEUM,CLARENCE
GENERAL MUSEUM,NEW YORK
HISTORY MUSEUM,SAUGERTIES
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,GARDEN CITY
HISTORY MUSEUM,NEW YORK
GENERAL MUSEUM,ROCHESTER
NATURAL HISTORY MUSEUM,STONY BROOK
HISTORY MUSEUM,BROOKLYN
GENERAL MUSEUM,STATEN ISLAND
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,ALBANY
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,NEW YORK
HISTORY MUSEUM,RHINEBECK
SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,SYRACUSE
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,ROSLYN HTS
GENERAL MUSEUM,NEW YORK
HISTORY MUSEUM,NEW YORK
SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,ITHACA
HISTORIC PRESERVATION,NEW YORK
GENERAL MUSEUM,ROCKVILLE CENTRE
GENERAL MUSEUM,ISLANDIA
GENERAL MUSEUM,NEW YORK
ART MUSEUM,SYRACUSE
GENERAL MUSEUM,NEW YORK CITY
HISTORY MUSEUM,MONROE
GENERAL MUSEUM,MONROE
GENERAL MUSEUM,NEW YORK
SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,GARDEN CITY
HISTORIC PRESERVATION,BROOKLYN
ART MUSEUM,NEW YORK
HISTORIC PRESERVATION,MAINE
HISTORIC PRESERVATION,NAPLES
HISTORIC PRESERVATION,PRATTSBURGH
"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",BROOKLYN
"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",GLENWOODLANDING
"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",LOCUST VALLEY
HISTORY MUSEUM,GARDEN CITY
HISTORIC PRESERVATION,GARDEN CITY
ART MUSEUM,ROSLYN HARBOR
GENERAL MUSEUM,EAST MEADOW
GENERAL MUSEUM,PETERBORO
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,NEW YORK
ART MUSEUM,NEW YORK
HISTORIC PRESERVATION,APULIA STATION
HISTORY MUSEUM,COOPERSTOWN
GENERAL MUSEUM,BALLSTON SPA
GENERAL MUSEUM,NEW YORK
HISTORIC PRESERVATION,UTICA
HISTORIC PRESERVATION,NEW YORK
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,NEW YORK
SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,STATEN ISLAND
GENERAL MUSEUM,GREAT NECK
HISTORIC PRESERVATION,PEEKSKILL
GENERAL MUSEUM,WATERLOO
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,SARATOGA SPGS
GENERAL MUSEUM,NEW YORK
ART MUSEUM,NEW YORK
GENERAL MUSEUM,SARATOGA SPGS
HISTORIC PRESERVATION,NEW YORK
GENERAL MUSEUM,VAILS GATE
HISTORY MUSEUM,NEW YORK
GENERAL MUSEUM,ELMIRA
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,ROCHESTER
GENERAL MUSEUM,ROCHESTER
GENERAL MUSEUM,SENECA FALLS
GENERAL MUSEUM,NIAGARA FALLS
HISTORIC PRESERVATION,ALBANY
NATURAL HISTORY MUSEUM,TUPPER LAKE
"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",SHELTER ISLAND
GENERAL MUSEUM,STATEN ISLAND
ART MUSEUM,PURCHASE
ART MUSEUM,NEW YORK
GENERAL MUSEUM,LONG ISLAND C
HISTORY MUSEUM,CUDDEBACKVLLE
GENERAL MUSEUM,NEW YORK
ART MUSEUM,SUFFERN
HISTORIC PRESERVATION,CHAPPAQUA
HISTORIC PRESERVATION,RIVERDALE
HISTORIC PRESERVATION,NEW HARTFORD
"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",NEW HYDE PARK
HISTORIC PRESERVATION,NEW MILFORD
ART MUSEUM,NEW YORK
HISTORIC PRESERVATION,VOORHEESVILLE
HISTORIC PRESERVATION,VOORHEESVILLE
GENERAL MUSEUM,VAILS GATE
HISTORIC PRESERVATION,NEW WOODSTOCK
GENERAL MUSEUM,NEW YORK
HISTORIC PRESERVATION,NEW YORK
"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",BROOKLYN
"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",BRONX
HISTORIC PRESERVATION,NEW YORK
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,NEW YORK
HISTORY MUSEUM,MANHATTAN
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,NEW YORK
SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,CORONA
HISTORIC PRESERVATION,NEW YORK
HISTORIC PRESERVATION,NEW YORK
HISTORIC PRESERVATION,NEW YORK
HISTORIC PRESERVATION,NEW YORK
HISTORIC PRESERVATION,NEW YORK
HISTORIC PRESERVATION,NEW YORK
HISTORIC PRESERVATION,NEW YORK MILLS
GENERAL MUSEUM,NORTH CREEK
HISTORY MUSEUM,WEST HENRIETTA
HISTORY MUSEUM,W HENRIETTA
GENERAL MUSEUM,NEW YORK
HISTORIC PRESERVATION,NEW YORK
GENERAL MUSEUM,NEW YORK
HISTORIC PRESERVATION,ALBANY
GENERAL MUSEUM,ITHACA
GENERAL MUSEUM,MACEDON
HISTORY MUSEUM,COOPERSTOWN
GENERAL MUSEUM,FAIRPORT
HISTORY MUSEUM,SARATOGA SPGS
GENERAL MUSEUM,ALBANY
HISTORY MUSEUM,ALBANY
GENERAL MUSEUM,CAMBRIDGE
GENERAL MUSEUM,REDFIELD
HISTORIC PRESERVATION,HARTSDALE
HISTORIC PRESERVATION,NEW YORK
HISTORIC PRESERVATION,NEWARK
GENERAL MUSEUM,BROOKLYN
HISTORIC PRESERVATION,NEWARK VALLEY
HISTORIC PRESERVATION,NEWBURGH
HISTORIC PRESERVATION,NEWCOMB
HISTORIC PRESERVATION,NEWFANE
HISTORIC PRESERVATION,NEWFIELD
HISTORIC PRESERVATION,AKRON
HISTORIC PRESERVATION,RIDGEWOOD
ART MUSEUM,NEW YORK
HISTORIC PRESERVATION,TUPPER LAKE
GENERAL MUSEUM,NIAGARA FALLS
"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",NIAGARA FALLS
SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,SANBORN
HISTORIC PRESERVATION,LOCKPORT
GENERAL MUSEUM,NIAGARA FALLS
HISTORIC PRESERVATION,NIAGARA FALLS
SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,NIAGARA FALLS
GENERAL MUSEUM,NEW YORK
ART MUSEUM,STATEN ISLAND
GENERAL MUSEUM,CORNING
GENERAL MUSEUM,SYRACUSE
HISTORIC PRESERVATION,ARMONK
HISTORIC PRESERVATION,NORTH CHATHAM
HISTORIC PRESERVATION,NORTH COLLINS
CHILDREN'S MUSEUM,POTSDAM
GENERAL MUSEUM,PLATTSBURGH
HISTORIC PRESERVATION,AUSABLE CHASM
HISTORIC PRESERVATION,NORTH CREEK
GENERAL MUSEUM,NORWICH
HISTORIC PRESERVATION,MILLERTON
HISTORIC PRESERVATION,SARANAC LAKE
HISTORIC PRESERVATION,NEW YORK
HISTORIC PRESERVATION,NORTH SALEM
HISTORY MUSEUM,GLEN COVE
HISTORY MUSEUM,N TONAWANDA
HISTORIC PRESERVATION,HURLEY
HISTORIC PRESERVATION,POUGHKEEPSIE
HISTORIC PRESERVATION,GREENWICH
HISTORIC PRESERVATION,LAFARGEVILLE
HISTORIC PRESERVATION,LA FARGEVILLE
HISTORIC PRESERVATION,NORTHPORT
HISTORIC PRESERVATION,NORTHPORT
HISTORIC PRESERVATION,BROOKLYN
GENERAL MUSEUM,BRONX
HISTORIC PRESERVATION,NEWPORT
HISTORIC PRESERVATION,NORWOOD
GENERAL MUSEUM,AMSTERDAM
HISTORIC PRESERVATION,NUNDA
HISTORIC PRESERVATION,NUNDA
HISTORIC PRESERVATION,DALTON
ART MUSEUM,BROOKLYN
ART MUSEUM,BROOKLYN
ART MUSEUM,OLD WESTBURY
HISTORIC PRESERVATION,OAK HILL
GENERAL MUSEUM,KENT
HISTORIC PRESERVATION,OAKFIELD
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,HUNTINGTON
HISTORIC PRESERVATION,HUDSON
HISTORIC PRESERVATION,OLD BETHPAGE
HISTORIC PRESERVATION,WEEDSPORT
HISTORIC PRESERVATION,STONY BROOK
GENERAL MUSEUM,FORT EDWARD
HISTORIC PRESERVATION,YOUNGSTOWN
HISTORY MUSEUM,YOUNGSTOWN
HISTORY MUSEUM,NEW YORK
HISTORY MUSEUM,NEW YORK
HISTORIC PRESERVATION,HARPURSVILLE
HISTORIC PRESERVATION,PLATTSBURGH
HISTORIC PRESERVATION,BROOKLYN
GENERAL MUSEUM,LINDENHURST
HISTORIC PRESERVATION,ENDICOTT
"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",OLD WESTBURY
HISTORIC PRESERVATION,OLEAN
GENERAL MUSEUM,NEW YORK
HISTORIC PRESERVATION,MANHASSET
HISTORIC PRESERVATION,NEW YORK
HISTORIC PRESERVATION,ONEIDA
HISTORIC PRESERVATION,UTICA
CHILDREN'S MUSEUM,ONEONTA
HISTORIC PRESERVATION,SYRACUSE
HISTORIC PRESERVATION,SYRACUSE
HISTORIC PRESERVATION,MIDDLETOWN
HISTORIC PRESERVATION,CANANDAIGUA
HISTORIC PRESERVATION,ONTARIO
HISTORIC PRESERVATION,NEW YORK
ART MUSEUM,TROY
HISTORY MUSEUM,MONTGOMERY
HISTORY MUSEUM,MONTGOMERY
HISTORIC PRESERVATION,ARDEN
HISTORIC PRESERVATION,PEARL RIVER
HISTORY MUSEUM,PEARL RIVER
HISTORY MUSEUM,ORCHARD PARK
GENERAL MUSEUM,ORISKANY
HISTORIC PRESERVATION,ALBION
ART MUSEUM,HOUGHTON
HISTORIC PRESERVATION,DANSVILLE
HISTORIC PRESERVATION,OSSINING
HISTORY MUSEUM,OSWEGO
HISTORIC PRESERVATION,OSWEGO
HISTORIC PRESERVATION,OSWEGO
HISTORIC PRESERVATION,OVID
HISTORIC PRESERVATION,OXBOW
HISTORIC PRESERVATION,OXFORD
HISTORIC PRESERVATION,OYSTER BAY
HISTORIC PRESERVATION,OYSTER BAY
HISTORIC PRESERVATION,OYSTER BAY
HISTORIC PRESERVATION,ORIENT
GENERAL MUSEUM,PAINTED POST
GENERAL MUSEUM,SCHOHARIE
NATURAL HISTORY MUSEUM,ITHACA
GENERAL MUSEUM,NEW YORK
HISTORIC PRESERVATION,CLAYVILLE
HISTORIC PRESERVATION,PARISH
HISTORIC PRESERVATION,PARISHVILLE
GENERAL MUSEUM,GHENT
HISTORIC PRESERVATION,HILTON
ART MUSEUM,WATER MILL
GENERAL MUSEUM,NEW YORK
ART MUSEUM,ROCHESTER
HISTORIC PRESERVATION,PATTERSON
GENERAL MUSEUM,WESTFIELD
ART MUSEUM,NEWARK
ART MUSEUM,BUFFALO
GENERAL MUSEUM,MONTGOMERY
HISTORIC PRESERVATION,GLOVERSVILLE
HISTORIC PRESERVATION,AMAGANSETT
GENERAL MUSEUM,ORCHARD PARK
GENERAL MUSEUM,PEEKSKILL
HISTORIC PRESERVATION,BRONX
HISTORIC PRESERVATION,PELHAM
NATURAL HISTORY MUSEUM,GRANVILLE
GENERAL MUSEUM,CROWN POINT
ART MUSEUM,ASTORIA
ART MUSEUM,NEW YORK
HISTORIC PRESERVATION,FAIRPORT
ART MUSEUM,JOHNSTOWN
ART MUSEUM,BUFFALO
ART MUSEUM,NEW YORK
HISTORIC PRESERVATION,KINGSTON
"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",PORTVILLE
GENERAL MUSEUM,SAG HARBOR
HISTORIC PRESERVATION,PHELPS
HISTORIC PRESERVATION,PHELPS
HISTORY MUSEUM,BINGHAMTON
HISTORIC PRESERVATION,PHILADELPHIA
HISTORIC PRESERVATION,YONKERS
HISTORIC PRESERVATION,COLD SPRING
GENERAL MUSEUM,HOMER
ART MUSEUM,NEW YORK
ART MUSEUM,HAMILTON
GENERAL MUSEUM,SACKETS HARBOR
GENERAL MUSEUM,BUFFALO
HISTORIC PRESERVATION,PIERMONT
GENERAL MUSEUM,PIERMONT
HISTORIC PRESERVATION,PIERREPONT CENTER
GENERAL MUSEUM,BROOKLYN
"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",SLINGERLANDS
GENERAL MUSEUM,BOLIVAR
ART MUSEUM,NEW YORK
HISTORIC PRESERVATION,PISECO
HISTORIC PRESERVATION,AVOCA
HISTORIC PRESERVATION,VALLEY FALLS
SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,LOCKPORT
SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,GARDEN CITY
SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,POUGHKEEPSIE
SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,AIRMONT
SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,AURORA
"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",OYSTER BAY
GENERAL MUSEUM,SCARSDALE
ART MUSEUM,PLATTSBURGH
GENERAL MUSEUM,NEW YORK
HISTORIC PRESERVATION,PLEASANT VALLEY
GENERAL MUSEUM,HUNTER
HISTORIC PRESERVATION,DEWITTVILLE
HISTORIC PRESERVATION,POINT LOOKOUT
HISTORIC PRESERVATION,PLEASANTVILLE
GENERAL MUSEUM,PRT WASHINGTN
GENERAL MUSEUM,EAST HAMPTON
HISTORIC PRESERVATION,MANLIUS
GENERAL MUSEUM,ELMIRA
HISTORIC PRESERVATION,PORT CHESTER
HISTORIC PRESERVATION,YOUNGSTOWN
GENERAL MUSEUM,BROOKLYN
HISTORIC PRESERVATION,PORTVILLE
HISTORIC PRESERVATION,POUGHKEEPSIE
HISTORIC PRESERVATION,POUND RIDGE
ART MUSEUM,NEW YORK
HISTORIC PRESERVATION,PRATTSBURGH
HISTORIC PRESERVATION,BINGHAMTON
HISTORIC PRESERVATION,BUFFALO
HISTORIC PRESERVATION,ALBANY
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,LATHAM
ART MUSEUM,BROOKLYN
"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",BROOKLYN
ART MUSEUM,BROOKLYN
ART MUSEUM,LONG IS CITY
GENERAL MUSEUM,NEW YORK
HISTORIC PRESERVATION,JAMAICA
HISTORIC PRESERVATION,PULASKI
HISTORIC PRESERVATION,PULTNEYVILLE
CHILDREN'S MUSEUM,CARMEL
HISTORIC PRESERVATION,COLD SPRING
HISTORIC PRESERVATION,COLD SPRING
HISTORIC PRESERVATION,PUTNAM VALLEY
HISTORIC PRESERVATION,PUTNAM VALLEY
"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",FLUSHING
ART MUSEUM,FLUSHING
GENERAL MUSEUM,QUEENS
HISTORIC PRESERVATION,FLUSHING
ART MUSEUM,JAMAICA
ART MUSEUM,FLUSHING
"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",FLUSHING
ART MUSEUM,OAKLAND GARDENS
HISTORY MUSEUM,EARLVILLE
GENERAL MUSEUM,RHINEBECK
HISTORIC PRESERVATION,RHINEBECK
HISTORIC PRESERVATION,QUOGUE
"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",QUOGUE
HISTORIC PRESERVATION,HAMMOND
HISTORIC PRESERVATION,ROSLYN
GENERAL MUSEUM,BRONX
HISTORY MUSEUM,GREENPORT
HISTORIC PRESERVATION,CROGHAN
GENERAL MUSEUM,RICHMOND HILL
HISTORIC PRESERVATION,NEW YORK
HISTORIC PRESERVATION,RANDOLPH
HISTORIC PRESERVATION,RAVENA
GENERAL MUSEUM,OYSTER BAY
GENERAL MUSEUM,NEW YORK
SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,STATEN ISLAND
HISTORIC PRESERVATION,RED CREEK
HISTORIC PRESERVATION,EAST CHATHAM
HISTORIC PRESERVATION,REDWOOD
GENERAL MUSEUM,ST BONAVENTURE UNIVER
SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,CORNING
"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",DEPEW
"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",DEPEW
GENERAL MUSEUM,ILION
HISTORIC PRESERVATION,REMSEN
HISTORIC PRESERVATION,REMSENBURG
HISTORIC PRESERVATION,TROY
HISTORIC PRESERVATION,RENSSELAER FALLS
HISTORIC PRESERVATION,RENSSELAERVILLE
HISTORIC PRESERVATION,RENSSELAERVILLE
HISTORIC PRESERVATION,LOCKPORT
GENERAL MUSEUM,PENN YAN
HISTORY MUSEUM,RHINEBECK
HISTORIC PRESERVATION,RHINEBECK
ART MUSEUM,CANTON
ART MUSEUM,CANTON
HISTORIC PRESERVATION,BUFFALO
GENERAL MUSEUM,OSWEGO
HISTORIC PRESERVATION,RICHBURG
HISTORIC PRESERVATION,RICHFIELD SPRINGS
HISTORIC PRESERVATION,RICHFORD
HISTORIC PRESERVATION,RICHMONDVILLE
HISTORIC PRESERVATION,MALDEN BRIDGE
HISTORIC PRESERVATION,HARTSDALE
HISTORIC PRESERVATION,CORNWALL ON HUDSON
"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",RIVERHEAD
HISTORIC PRESERVATION,JAMESTOWN
HISTORIC PRESERVATION,DRESDEN
GENERAL MUSEUM,NEW YORK
HISTORIC PRESERVATION,SARANAC LAKE
"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",MASSENA
ART MUSEUM,KEUKA PARK
ART MUSEUM,ALFRED
HISTORY MUSEUM,ROCHESTER
CHILDREN'S MUSEUM,ROCHESTER
HISTORIC PRESERVATION,ROCHESTER
SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,ROCHESTER
NATURAL HISTORY MUSEUM,ROCHESTER
GENERAL MUSEUM,ROCHESTER
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,LAWRENCE
GENERAL MUSEUM,ROCKAWAY
HISTORIC PRESERVATION,PEARL RIVER
HISTORIC PRESERVATION,NEW CITY
GENERAL MUSEUM,NEW CITY
GENERAL MUSEUM,CONGERS
GENERAL MUSEUM,CORNING
HISTORIC PRESERVATION,ROCKY POINT
HISTORIC PRESERVATION,COPAKE FALLS
HISTORY MUSEUM,JAMESTOWN
"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",SHERBURNE
ART MUSEUM,POTSDAM
ART MUSEUM,POTSDAM
HISTORIC PRESERVATION,ROME
HISTORIC PRESERVATION,WILLARD
HISTORIC PRESERVATION,ROOSEVELT ISL
HISTORIC PRESERVATION,HYDE PARK
"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",SYRACUSE
HISTORIC PRESERVATION,HYDE PARK
HISTORIC PRESERVATION,SPRAKERS
"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",SYRACUSE
GENERAL MUSEUM,ROSCOE
GENERAL MUSEUM,NEW YORK
HISTORIC PRESERVATION,NORTH ROSE
GENERAL MUSEUM,NEW YORK
HISTORIC PRESERVATION,ROSEBOOM
HISTORIC PRESERVATION,ROSLYN
HISTORY MUSEUM,NEW YORK
HISTORY MUSEUM,CAZENOVIA
HISTORIC PRESERVATION,ROUSES POINT
ART MUSEUM,ROXBURY
"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",BUFFALO
HISTORIC PRESERVATION,MIDDLEPORT
ART MUSEUM,BATAVIA
ART MUSEUM,BROOKLYN
ART MUSEUM,NEW YORK
GENERAL MUSEUM,RUSHFORD
ART MUSEUM,CLINTON
HISTORIC PRESERVATION,ROCKVILLE CTR
ART MUSEUM,RYE
HISTORIC PRESERVATION,RYE
GENERAL MUSEUM,STATEN ISLAND
HISTORIC PRESERVATION,NEW YORK
HISTORIC PRESERVATION,SACKETS HARBOR
HISTORIC PRESERVATION,SACKETS HBR
HISTORIC PRESERVATION,WATERTOWN
GENERAL MUSEUM,OSWEGO
HISTORIC PRESERVATION,NEW YORK
HISTORIC PRESERVATION,SAG HARBOR
HISTORIC PRESERVATION,SAG HARBOR
HISTORIC PRESERVATION,SAG HARBOR
HISTORY MUSEUM,SAG HARBOR
GENERAL MUSEUM,SAG HARBOR
HISTORIC PRESERVATION,OYSTER BAY
GENERAL MUSEUM,COOPERSTOWN
HISTORIC PRESERVATION,BAY SHORE
HISTORIC PRESERVATION,LAKE SUCCESS
GENERAL MUSEUM,OSSINING
"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",AKWESASNE
HISTORIC PRESERVATION,SALAMANCA
GENERAL MUSEUM,SALAMANCA
HISTORIC PRESERVATION,SALISBURY CENTER
GENERAL MUSEUM,NEW YORK
GENERAL MUSEUM,PULASKI
GENERAL MUSEUM,LIVERPOOL
ART MUSEUM,NEW PALTZ
HISTORIC PRESERVATION,SOUTHOLD
HISTORIC PRESERVATION,POUGHKEEPSIE
HISTORIC PRESERVATION,SANBORN
GENERAL MUSEUM,AVERILL PARK
HISTORIC PRESERVATION,WEST SAND LAKE
HISTORIC PRESERVATION,PRT WASHINGTN
"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",PORT WASHINGTON
GENERAL MUSEUM,CORNWALL
HISTORIC PRESERVATION,VALLEY STREAM
HISTORIC PRESERVATION,STATEN ISLAND
HISTORIC PRESERVATION,AMSTERDAM
HISTORIC PRESERVATION,BAY SHORE
HISTORY MUSEUM,SARATOGA SPGS
HISTORIC PRESERVATION,BALLSTON SPA
HISTORIC PRESERVATION,STILLWATER
HISTORIC PRESERVATION,SARATOGA SPGS
HISTORIC PRESERVATION,SARATOGA SPGS
HISTORIC PRESERVATION,SARDINIA
HISTORIC PRESERVATION,BUFFALO
HISTORIC PRESERVATION,SAUGERTIES
HISTORIC PRESERVATION,SAUGERTIES
HISTORIC PRESERVATION,SAYVILLE
HISTORY MUSEUM,BROOKLYN
GENERAL MUSEUM,SCARSDALE
HISTORIC PRESERVATION,SCARSDALE
ART MUSEUM,ALFRED
HISTORIC PRESERVATION,SCHENECTADY
GENERAL MUSEUM,SCHENECTADY
GENERAL MUSEUM,SCHENECTADY
GENERAL MUSEUM,NEW YORK
ART MUSEUM,SARATOGA SPRINGS
HISTORIC PRESERVATION,SCHOHARIE
HISTORIC PRESERVATION,SCHOHARIE
HISTORIC PRESERVATION,SCHOHARIE
GENERAL MUSEUM,NEW YORK
HISTORIC PRESERVATION,GUILDERLAND
HISTORIC PRESERVATION,CANANDAIGUA
HISTORIC PRESERVATION,PHOENIX
HISTORIC PRESERVATION,SCHROON LAKE
HISTORIC PRESERVATION,LANCASTER
HISTORIC PRESERVATION,MONTOUR FALLS
HISTORIC PRESERVATION,ALBANY
SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,WATERTOWN
SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,ONEONTA
